id,place_name,is_restaurant,categories,average_rating,rate_count,granular_category,latitude,longitude
7515,Asalat Alsham,RESTAURANT,Sandwich|Arabic|Breakfast,3.8,39,restaurants,24.74162583,46.80883908
7516,Falafel Dam,RESTAURANT,Fast Food|Falafel,4.4,295,restaurants,24.7258273,46.7699789
7517,Chuck E Cheese,RESTAURANT,Sandwich|Fast Food|American|International|Pizza|Pastries,4.4,35,restaurants,24.7902849,46.8085264
7518,Pasqually's Pizza and Wings,RESTAURANT,Pizza,3.5,47,restaurants,24.7903056,46.8085278
7519,Arabica Cafe,RESTAURANT,Beverages|Coffee,0,0,restaurants,24.7541198,46.8167648
7520,layered,RESTAURANT,Desserts,4.8,46,restaurants,24.737065,46.8060869
7521,KSTR,RESTAURANT,Desserts,0,0,restaurants,24.7368781,46.8062247
7522,Logimat Bogshaty,RESTAURANT,Desserts,4.5,292,restaurants,24.80571625,46.7802795
7523,BUNDT BAKERY,RESTAURANT,Desserts|Bakery|Coffee,4.2,193,restaurants,24.73695253,46.80636317
7524,Sugar coated store,RESTAURANT,Desserts,4.4,19,restaurants,24.73694631,46.8063749
7525,Panda,OTHER,Supermarkets,4,2238,Hypermarket,24.7532172,46.8170717
7526,مقلوبة ® | Maqloba,RESTAURANT,Arabic|Saudi|Gluten-Free,4.5,940,restaurants,24.724284,46.778399
7527,Dar Mubarak,RESTAURANT,Arabic|Seafood,4.1,863,restaurants,24.7242812,46.7790852
7528,Carrefour,OTHER,Supermarkets,4.1,1191,Hypermarket,24.72400984,46.77493844
7529,ToysRus,OTHER,Games,5,3,games,24.723754,46.774704
7530,Bab Tuma,RESTAURANT,Fast Food|Arabic|Shawarma,4.2,739,restaurants,24.7399901,46.8106898
7531,Carmey Chocolate,RESTAURANT,Desserts|Arabic,4.7,29,restaurants,24.723598,46.771354
7532,Kunooz pharmacy,OTHER,Pharmacy,4.7,644,pharmacies,24.752897,46.818314
7533,Diplomat,RESTAURANT,Desserts|Bakery|Pastries,4.2,161,restaurants,24.723318,46.771361
7534,Noodle Way,RESTAURANT,Asian,5,2,restaurants,24.7812087,46.7307431
7535,BERRY SEASON JUICES,RESTAURANT,Beverages|Juices,3.7,13,restaurants,24.7393217,46.8111598
7536,Texas Chicken,RESTAURANT,Fast Food|Burgers,4.1,301,restaurants,24.782288,46.7310172
7537,Lzory Pâtisserie,RESTAURANT,Desserts|Beverages,5,1,restaurants,24.807838,46.7699
7538,Chickencoop,RESTAURANT,Sandwich|Fast Food|American,4,94,restaurants,24.738979,46.811134
7539,Cesaro Pizza &amp; Pasta,RESTAURANT,Italian|Pizza,4.3,517,restaurants,24.739053,46.811216
7540,ARNE,RESTAURANT,Fast Food|American|Burgers,4.3,29,restaurants,24.7390699,46.8113474
7541,Tea 7,RESTAURANT,Beverages|Coffee,4,127,restaurants,24.8085132,46.77005137
7542,Chick N Bun,RESTAURANT,Fast Food|Burgers,4.2,421,restaurants,24.80889408,46.77963664
7543,JIMI THING Burger,RESTAURANT,Fast Food|International|Burgers,3.9,84,restaurants,24.80892628,46.77953077
7544,Pasta Santo,RESTAURANT,Pasta,5,1,restaurants,24.8068599,46.7576751
7545,Shawarma Hlayel,RESTAURANT,Fast Food|Beverages|Shawarma,3.6,314,restaurants,24.80616731,46.75554844
7546,&nbsp;Vidro Pizza,RESTAURANT,Italian|Pizza,5,1,restaurants,24.80692199,46.75764694
7547,Pizza Plato,RESTAURANT,Italian|Pizza|Pasta,5,2,restaurants,24.80692807,46.75764828
7548,Phizzle,RESTAURANT,Sandwich,4.2,38,restaurants,24.72267932,46.78769868
7549,Pasta Leto,RESTAURANT,Pasta,3.2,4,restaurants,24.807163,46.7577133
7550,kobe,RESTAURANT,Fast Food|Burgers,4.6,136,restaurants,24.72262186,46.78775055
7551,Black Barn,RESTAURANT,Fast Food|Burgers,4.2,1164,restaurants,24.72258,46.78771
7552,Under 500,RESTAURANT,Sandwich|Healthy|Juices,4.4,185,restaurants,24.722565,46.787734
7553,Tawook Nation,RESTAURANT,Sandwich|Grill|Arabic,4.4,222,restaurants,24.722565,46.787734
7554,Right Bite,RESTAURANT,Healthy,4.4,496,restaurants,24.722565,46.787734
7555,FRYD,RESTAURANT,Healthy,3.8,140,restaurants,24.7224525,46.7878674
7556,LUFF,RESTAURANT,Desserts|Coffee,4.4,368,restaurants,24.7224525,46.7878674
7557,IHOP,RESTAURANT,Desserts|Bakery|American|Breakfast,4.4,404,restaurants,24.7224525,46.7878674
7558,Spice,RESTAURANT,Indian,4.3,336,restaurants,24.7223056,46.78775
7559,City Wok,RESTAURANT,Asian|Noodles,4.2,64,restaurants,24.7223056,46.78775
7560,Wok Kong,RESTAURANT,Asian|Noodles,4.2,381,restaurants,24.72227478,46.78782079
7561,Caribou Coffee,RESTAURANT,Sandwich|Desserts|Beverages|Coffee,4.2,40,restaurants,24.752316,46.821465
7562,Clover,RESTAURANT,Desserts|Coffee,0,0,restaurants,24.8102086,46.7775915
7563,Choco Flakes,RESTAURANT,Desserts,5,3,restaurants,24.8102868,46.777807
7564,Usta asim,RESTAURANT,Fast Food|Shawarma,4.6,930,restaurants,24.7217809,46.7882773
7565,Forsan Groceria,RESTAURANT,Butchery &amp; Fishery,4.9,52,Butchery,24.72174,46.788522
7566,Burger 12,RESTAURANT,Fast Food|Burgers,4.2,163,restaurants,24.721579,46.788485
7567,Chicks Lab,RESTAURANT,American,3.5,58,restaurants,24.7213901,46.7884524
7568,Falafil muthmira,RESTAURANT,Falafel,4.4,11,restaurants,24.8108125,46.7669375
7569,Forsan Kitchen,RESTAURANT,Grill|Arabic,4.3,93,restaurants,24.7213346,46.7887527
7570,Pinkish Bite,RESTAURANT,Arabic,4.4,359,restaurants,24.8108977,46.7673557
7571,Meat legends,RESTAURANT,American,3.4,13,restaurants,24.7212985,46.7887697
7572,Grill It,RESTAURANT,Sandwich|Grill|American|Burgers,4.1,119,restaurants,24.7212985,46.7887697
7573,Pizzarati,RESTAURANT,Pizza,4,478,restaurants,24.8112362,46.7699695
7574,BLOG Coffee,RESTAURANT,Desserts|Coffee,4.2,8,restaurants,24.750827,46.8223649
7575,Roma Way,RESTAURANT,Italian|Pizza|Pasta,4,160,restaurants,24.811389,46.769447
7576,Wister,RESTAURANT,Fast Food|Beverages|Burgers,4.5,2764,restaurants,24.81154977,46.76947095
7577,EMPIRE CINEMAS,RESTAURANT,Sandwich|Desserts|Beverages,3.7,15,restaurants,24.75039,46.82251
7578,Smokey Mountains&nbsp;&nbsp;,RESTAURANT,Fast Food|American|Burgers,5,2,restaurants,24.811812,46.7700631
7579,Mad Papas Pizza,RESTAURANT,Italian|Pizza|Pasta,3.5,85,restaurants,24.811812,46.7700631
7580,La Pasta Di Mamma,RESTAURANT,Italian|Pizza|Pasta,3.7,33,restaurants,24.811812,46.7700631
7581,Rossovivo Pizza Pasta,RESTAURANT,Italian|Pizza|Pasta,3.6,45,restaurants,24.81182,46.7700987
7582,Subway,RESTAURANT,Sandwich|Fast Food|Healthy,4.5,134,restaurants,24.778113,46.823594
7583,Fun Time Pizza,RESTAURANT,Fast Food|Pizza|Pasta,4.4,51,restaurants,24.751066,46.823144
7584,Eatwa,RESTAURANT,Sandwich|Bakery|Salads,4,69,restaurants,24.71955782,46.78926206
7585,Kiwi juices,RESTAURANT,Juices,5,1,restaurants,24.8130537,46.7685094
7586,Kunafa Azmiah,RESTAURANT,Desserts,3.7,464,restaurants,24.8130537,46.7685094
7587,Sweets Corner,RESTAURANT,Desserts,4.4,56,restaurants,24.813306,46.772541
7588,Gourmet,RESTAURANT,Desserts|Arabic|Bakery|Beverages|Coffee,4.4,371,restaurants,24.71914445,46.78948879
7589,Al mazag Al bahri,RESTAURANT,Arabic|Seafood|Juices|Pasta,3.8,236,restaurants,24.785646,46.8225362
7590,Menu Pizza,RESTAURANT,Italian|Pizza|Pasta,4.4,13,restaurants,24.8072227,46.80136115
7591,Mr Biryani,RESTAURANT,Indian,4.1,218,restaurants,24.716903,46.764519
7592,Mahboob,RESTAURANT,Sandwich|Beverages|Shawarma,4.3,364,restaurants,24.806814,46.804126
7593,Mom's Spaghetti,RESTAURANT,Fast Food|Italian|Pasta,3.8,25,restaurants,24.7327,46.8155333
7594,Beat me,RESTAURANT,Fast Food|American|Burgers,3.8,27,restaurants,24.7327,46.8155333
7595,A2Burger,RESTAURANT,Fast Food|Burgers,4.6,7,restaurants,24.7327,46.8155333
7596,Qishtya,RESTAURANT,Desserts,4.2,248,restaurants,24.8151677,46.7772407
7597,Hi,RESTAURANT,Sandwich|Desserts|Bakery|Beverages|Coffee,4.2,59,restaurants,24.7164656,46.7863637
7598,JOLT DOLCE,RESTAURANT,Desserts,0,0,restaurants,24.71640696,46.78617987
7599,Lebanese Dana,RESTAURANT,Arabic,4.2,205,restaurants,24.7799279,46.8270259
7600,Coffee Address,RESTAURANT,Desserts|Coffee,4.4,283,restaurants,24.8155852,46.7780758
7601,Sounblah Al Rawdah Sweets,RESTAURANT,Desserts,4.7,38,restaurants,24.780698,46.827794
7602,Waqt Al Madghot,RESTAURANT,Arabic,3.6,35,restaurants,24.813548,46.754537
7603,KABAB EHSAN,RESTAURANT,Fast Food|Arabic,4.1,9,restaurants,24.7139178,46.7726017
7604,Dolce Ragusa,RESTAURANT,Desserts|Coffee,4.6,203,restaurants,24.75822668,46.83033237
7605,Hamam W Maraq,RESTAURANT,Arabic,3.7,35,restaurants,24.7810235,46.8282101
7606,Adam pharmacy,OTHER,Pharmacy,4.7,523,pharmacies,24.81390141,46.79319029
7607,Canteen,RESTAURANT,Arabic,4.3,443,restaurants,24.7133494,46.7724255
7608,Aam Mahmoud,RESTAURANT,Sandwich|Arabic|Falafel|Breakfast,4.6,25,restaurants,24.7133253,46.7724054
7609,Grilled Sikh,RESTAURANT,Sandwich|Grill|Arabic,4.3,473,restaurants,24.715857,46.791991
7610,Pizza Inn,RESTAURANT,Italian|Pizza|Pasta,3.6,33,restaurants,24.8171224,46.7824336
7611,Pastadalo,RESTAURANT,Italian,4.4,805,restaurants,24.8171912,46.7822042
7612,Pizza Corner,RESTAURANT,Fast Food|Beverages,4.3,43,restaurants,24.742988,46.826436
7613,Fawal Al Qariah,RESTAURANT,Arabic|Saudi,4.1,13,restaurants,24.8083433,46.8076577
7614,Burger Lab,RESTAURANT,Fast Food|Burgers,4.8,57,restaurants,24.813016,46.799046
7615,mukassarati,RESTAURANT,Lebanese,4.7,133,restaurants,24.81598707,46.75708598
7616,LUQAIMAT NAKHAT GHAZAL,RESTAURANT,Desserts|Arabic|Beverages,4.6,105,restaurants,24.7545436,46.8315091
7617,CORE COFFEE &amp; ROASTERY,RESTAURANT,Desserts|Bakery|Beverages|Coffee,4.1,21,restaurants,24.76619286,46.71539636
7618,Arby's,RESTAURANT,Sandwich|Fast Food|American,4.2,221,restaurants,24.8075625,46.8108125
7619,CAST,RESTAURANT,Fast Food|Burgers,4,30,restaurants,24.8076245,46.8107936
7620,Shawermagy,RESTAURANT,Sandwich|Fast Food,3.6,178,restaurants,24.8076245,46.8107936
7621,Trip,RESTAURANT,Fast Food|Burgers,3.8,736,restaurants,24.8076245,46.8107936
7622,Kilo Kabab,RESTAURANT,Fast Food|Grill|Arabic,4.1,223,restaurants,24.8075974,46.8108357
7623,Bait Mezza,RESTAURANT,Sandwich|Grill|Arabic,4.2,21,restaurants,24.80761637,46.81083213
7624,Laimona Restaurants,RESTAURANT,Arabic|Saudi,4.2,473,restaurants,24.778887,46.831547
7625,Tarweqa Falafel,RESTAURANT,Arabic|Falafel,3.9,8,restaurants,24.7535905,46.832217
7626,MARZOZ,RESTAURANT,Fast Food|Arabic|Saudi,3.3,11,restaurants,24.7288584,46.818092
7627,Goozy,RESTAURANT,Grill|Arabic|Saudi,4.2,122,restaurants,24.728903,46.8182287
7628,Al Saudi,RESTAURANT,Grill|Arabic|Saudi|Meat,4.2,1942,restaurants,24.7287717,46.81844695
7629,HungerStation Market,OTHER,Supermarkets,4.6,7540,darkstores,24.7120707,46.7612961
7630,Tawouk King,RESTAURANT,Arabic,4.3,112,restaurants,24.7583249,46.7142342
7631,Cakeology,RESTAURANT,Desserts,3.6,22,restaurants,24.71440857,46.79717811
7632,Spuds,RESTAURANT,Arabic,2.9,9,restaurants,24.7143932,46.7971726
7633,Zawyat Al Shorouq Al Bukhari Restaurant,RESTAURANT,Arabic,4.3,54,restaurants,24.75248735,46.83309975
7634,Dar Rumman,RESTAURANT,Arabic,4.4,127,restaurants,24.8192156,46.7869381
7635,Hala,RESTAURANT,Desserts,4.2,6,restaurants,24.7116149,46.7878336
7636,Bros,RESTAURANT,Desserts|Beverages,4.6,55,restaurants,24.7116149,46.7878336
7637,Saj Abu Adnan,RESTAURANT,Arabic,3.8,183,restaurants,24.7358341,46.8260148
7638,Falafel bahira,RESTAURANT,Falafel|Breakfast,2.7,3,restaurants,24.735742,46.82605634
7639,Green Health,OTHER,Pharmacy,4.9,72,pharmacies,24.81994105,46.76198475
7640,Geek Burger,RESTAURANT,Fast Food|American|Burgers,4.1,44,restaurants,24.708897,46.773966
7641,BREST,RESTAURANT,Desserts|Arabic|Bakery,4.6,145,restaurants,24.7088464,46.7739645
7642,Glacage,RESTAURANT,Desserts,4.9,8,restaurants,24.708193,46.774093
7643,DP Burger,RESTAURANT,American|Burgers,4.2,290,restaurants,24.7076449,46.7862444
7644,Bakir,RESTAURANT,Breakfast,4.5,129,restaurants,24.7074944,46.786004
7645,Grape juices,RESTAURANT,Beverages|Juices,4.7,260,restaurants,24.70708917,46.78550918
7646,Morpho,RESTAURANT,Desserts,0,0,restaurants,24.7082155,46.7563643
7647,Kate,RESTAURANT,Desserts,1,1,restaurants,24.70818139,46.75647695
7648,Gahwah,RESTAURANT,Desserts|Coffee,3,4,restaurants,24.81852633,46.80340329
7649,Mac N` Cheese,RESTAURANT,Italian,4.3,98,restaurants,24.8185452,46.8035086
7650,SWL,RESTAURANT,American,4.3,1283,restaurants,24.7055453,46.7842547
7651,Mahkor,RESTAURANT,Arabic|Beverages|Saudi|Meat,4,54,restaurants,24.8255818,46.7805938
7652,Shawarma Jalila,RESTAURANT,Fast Food|Grill|Shawarma,4.1,2150,restaurants,24.7228198,46.8226847
7653,DURMA,RESTAURANT,Desserts,4.2,24,restaurants,24.8233791,46.7974291
7654,HAMY,RESTAURANT,Sandwich|Burgers,3.9,55,restaurants,24.7029146,46.7799443
7655,Marah Al Sham,RESTAURANT,Sandwich|Fast Food|Arabic|Beverages|Shawarma|Juices|Pizza,4.2,39,restaurants,24.8131207,46.8188653
7656,Althawaq restaurant,RESTAURANT,Arabic,3.5,12,restaurants,24.7447593,46.8395326
7657,Laiqer Cookies,RESTAURANT,Desserts|Coffee,3.3,11,restaurants,24.701977,46.7783151
7658,Sally's Cheesesteaks,RESTAURANT,Sandwich|Fast Food|Desserts|American|International,3.7,31,restaurants,24.7231146,46.8271847
7659,966 BURGER,RESTAURANT,Sandwich|Fast Food|Desserts|American|International|Burgers,4,833,restaurants,24.7231146,46.8271847
7660,Blazing Burger,RESTAURANT,Sandwich|Fast Food|Desserts|American|International|Burgers,3.8,23,restaurants,24.7231146,46.8271847
7661,Cookies – Kk,RESTAURANT,Desserts|Bakery|International,3.7,31,restaurants,24.7231146,46.8271847
7662,SLW,RESTAURANT,Sandwich|Fast Food|Desserts|American|International|Burgers,2.7,22,restaurants,24.7231146,46.8271847
7663,Dom,RESTAURANT,Fast Food|Desserts|Asian|Seafood|International|Noodles,4,280,restaurants,24.72318198,46.82725446
7664,CUSINA,RESTAURANT,Grill|Seafood,4.6,23,restaurants,24.7489863,46.8427977
7665,Rawak Al Manga,RESTAURANT,Beverages,4.1,7,restaurants,24.70097391,46.77905263
7666,DALFORNO,RESTAURANT,Sandwich,5,3,restaurants,24.7823925,46.7049446
7667,Bread &amp; Cheese,RESTAURANT,Arabic|Bakery|Pastries,4.1,121,restaurants,24.72270273,46.82946349
7668,Bukhari Khan,RESTAURANT,Arabic|Saudi,4.2,2053,restaurants,24.8268745,46.74789577
7669,Alwaleemah Resaturants,RESTAURANT,Arabic|Saudi,4.4,240,restaurants,24.70563121,46.80936916
7670,M DEE,RESTAURANT,Desserts|Bakery|Beverages|Coffee|Breakfast,4.4,1933,restaurants,24.7112756,46.8191087
7671,Rukn alsafwa,RESTAURANT,Fast Food|Grill|Beverages|Shawarma,3.9,16,restaurants,24.7444813,46.8461122
7672,Shawarmati,RESTAURANT,Sandwich|Fast Food|Shawarma|Juices,4.1,7,restaurants,24.7021161,46.8038567
7673,Thekra Ice Cream,RESTAURANT,Ice Cream,4,4,restaurants,24.6965296,46.7828547
7674,Manzoul,RESTAURANT,Sandwich|Grill|Arabic,4.8,22,restaurants,24.7727733,46.6979262
7675,Stro Flower,RESTAURANT,Flowers,4.1,19,flowers_and_plants,24.6979068,46.796715
7676,Basbosah Time,RESTAURANT,Desserts|Arabic,4.3,36,restaurants,24.8231277,46.72904336
7677,Amwaj,RESTAURANT,Arabic,1,1,restaurants,24.6944233,46.7772736
7678,Shrimper,RESTAURANT,Fast Food,4.2,170,restaurants,24.6943734,46.7872584
7679,Lapaella,RESTAURANT,Arabic,4,1,restaurants,24.6942866,46.7872818
7680,Mochi Shop,RESTAURANT,Desserts,4.4,13,restaurants,24.6942866,46.7872818
7681,Gold Leaf,RESTAURANT,Arabic,4.2,332,restaurants,24.694589,46.790435
7682,Noura house,RESTAURANT,Arabic|Beverages|Saudi,2.9,8,restaurants,24.80454272,46.7070525
7683,Rukn Ghazal Al Sham,RESTAURANT,Grill,0,0,restaurants,24.8047111,46.8420082
7684,Ghazal Al Sham,RESTAURANT,Sandwich|Grill,3.8,55,restaurants,24.8047111,46.8420082
7685,DazzLing,RESTAURANT,Desserts,4.6,7,restaurants,24.69767301,46.80620846
7686,Koshari Station,RESTAURANT,Arabic|Egyptian,3.7,52,restaurants,24.697712,46.8063305
7687,Zahrat Malham Bukhari,RESTAURANT,Arabic|Pakistani,4.1,31,restaurants,24.7985263,46.8474388
7688,Satalana,RESTAURANT,Sandwich|Fast Food|Egyptian,4.2,178,restaurants,24.69145757,46.78538148
7689,Juices and pizza Mazaya Al Danah,RESTAURANT,Arabic|Beverages|Juices,5,2,restaurants,24.8159745,46.8344599
7690,Cake me out,RESTAURANT,Desserts|Coffee,4.2,76,restaurants,24.8274468,46.7280585
7691,Falafel Al-Fursan,RESTAURANT,Sandwich,4,13,restaurants,24.8191309,46.8323277
7692,Burger Square,RESTAURANT,Fast Food|Burgers|Breakfast,4.3,35,restaurants,24.82827522,46.72771474
7693,KYAN,RESTAURANT,Desserts|Beverages|Coffee|Juices,4.1,56,restaurants,24.81873985,46.83342756
7694,Awraq Enab,RESTAURANT,Arabic|Healthy|Vegetarian,4.1,92,restaurants,24.834263,46.8105507
7695,AL Tazej,RESTAURANT,Sandwich|Arabic|Beverages,4.4,869,restaurants,24.837179,46.742717
7696,PHILL,RESTAURANT,Sandwich|Fast Food|American,4.1,345,restaurants,24.690682,46.7962767
7697,Krispy Sweet,RESTAURANT,Bakery,4.5,140,restaurants,24.688014,46.778287
7698,Shekh Al Mandi,RESTAURANT,Arabic,3.9,246,restaurants,24.834533,46.813604
7699,Ard Al Hamam,RESTAURANT,Arabic|Egyptian,3.8,101,restaurants,24.687784,46.765276
7700,Logimat Cherry And Dates,RESTAURANT,Desserts,4.6,24,restaurants,24.8350356,46.8144243
7701,OQ Burger,RESTAURANT,Fast Food|American|Burgers,4.1,18,restaurants,24.68768418,46.78910157
7702,BURGERINA,RESTAURANT,Arabic,4,80,restaurants,24.68650366,46.77518985
7703,Bagelato,RESTAURANT,Sandwich|Desserts|Beverages|Burgers,4.2,13,restaurants,24.6885493,46.7531672
7704,Kenaz,RESTAURANT,Desserts,5,3,restaurants,24.6874016,46.7892151
7705,Giovanni L,RESTAURANT,Desserts|Beverages,5,1,restaurants,24.6884067,46.752664
7706,Cold Stone,RESTAURANT,Desserts|Ice Cream,5,1,restaurants,24.6859405,46.7754215
7707,Shawarma King,RESTAURANT,Sandwich|Fast Food|Arabic|Shawarma,3.7,182,restaurants,24.6858469,46.7745548
7708,Dar Mudawi,RESTAURANT,Arabic|Saudi,4.5,16,restaurants,24.690425,46.803991
7709,Shawarma Italiano,RESTAURANT,Shawarma,3.1,21,restaurants,24.6851112,46.7750316
7710,Roken Naiaze,RESTAURANT,Arabic|Saudi,4,24,restaurants,24.840194,46.806611
7711,Akalat Higaziyah,RESTAURANT,Fast Food|Arabic,4.1,40,restaurants,24.840199,46.806606
7712,Bestrito,RESTAURANT,Desserts|Bakery,4.4,289,restaurants,24.687167,46.7964304
7713,Khairo Shawarma,RESTAURANT,Grill|Shawarma,4,213,restaurants,24.8447886,46.7574716
7714,CREATIVE KITCHEN,RESTAURANT,Sandwich|Fast Food|Arabic|Shawarma,4.2,43,restaurants,24.8447886,46.7574716
7715,Naughty Bird,RESTAURANT,Sandwich|Fast Food|American|Burgers,4,39,restaurants,24.8447886,46.7574716
7716,Bait Donya,RESTAURANT,Fast Food|Arabic|Indian,4.1,157,restaurants,24.8447886,46.7574716
7717,Kanafat Aldhawaqa,RESTAURANT,Desserts,4.6,12,restaurants,24.6872899,46.7996328
7718,DOT SUGAR,RESTAURANT,Desserts|Bakery,4.2,28,restaurants,24.6956875,46.7274375
7719,Tarmoz Al-Bukhari,RESTAURANT,Arabic,2.5,13,restaurants,24.68374,46.7674
7720,Kunafology,RESTAURANT,Bakery|Ice Cream,0,0,restaurants,24.8419244,46.806446
7721,Let's Green,RESTAURANT,Healthy|Salads,0,0,restaurants,24.8419244,46.806446
7722,NJOY CAKE,RESTAURANT,Bakery,4.3,62,restaurants,24.8420376,46.8066041
7723,ICE ZONE,RESTAURANT,Desserts,0,0,restaurants,24.8420376,46.8066041
7724,Farm Taste,RESTAURANT,Fast Food|Burgers,4.4,11,restaurants,24.6867431,46.7473391
7725,Narees,RESTAURANT,Desserts|Coffee,0,0,restaurants,24.807272,46.852205
7726,Shake It Burger,RESTAURANT,Sandwich|Fast Food|Desserts|American|Burgers,4.4,223,restaurants,24.686564,46.747311
7727,Ghosn Al Toot broast,RESTAURANT,Fast Food,4.2,59,restaurants,24.683611,46.791196
7728,50 Fruits,RESTAURANT,Sandwich|Beverages|Shawarma|Juices,4.7,110,restaurants,24.683296,46.7904892
7729,FLOD,RESTAURANT,Healthy,4.5,328,restaurants,24.6820322,46.78630394
7730,Nagwat Alhalal,RESTAURANT,Butchery &amp; Fishery,4.1,12,Butchery,24.8005379,46.8588184
7731,Laviviane,RESTAURANT,Desserts|Beverages,4.5,209,restaurants,24.8203088,46.8451056
7732,Poke n’ Greens,RESTAURANT,Healthy|Salads,3.6,114,restaurants,24.7923655,46.8627564
7733,Pets Oasis,OTHER,Pets,4,55,Pets,24.6872806,46.7329927
7734,Casho,RESTAURANT,Fast Food|Beverages,0,0,restaurants,24.7944392,46.8641466
7735,Berry Sweets,RESTAURANT,Desserts,0,0,restaurants,24.8024048,46.8605678
7736,Kitami Sushi &amp; Noodles,RESTAURANT,Asian|Sushi|Noodles,4.2,134,restaurants,24.7945984,46.8643276
7737,Wardat Alwaha Restaurant,RESTAURANT,Sandwich|Grill|Arabic,2.3,3,restaurants,24.803276,46.861366
7738,Legend Pizza,RESTAURANT,Italian|Pizza,4.3,147,restaurants,24.8038709,46.8617988
7739,Best Manto,RESTAURANT,Arabic|Saudi,3.9,31,restaurants,24.7931463,46.8677414
7740,Kesat Mento,RESTAURANT,Arabic|Saudi,3.5,26,restaurants,24.7931463,46.8677414
7741,Falafel time,RESTAURANT,Sandwich|Falafel|Breakfast,3.9,27,restaurants,24.7931678,46.868037
7742,Mantu O Yagmish Sanabel Al Hijaz,RESTAURANT,Arabic|Saudi,3.9,218,restaurants,24.7930572,46.8681672
7743,Khaliyat Nada,RESTAURANT,Desserts|Bakery|Breakfast,3,2,restaurants,24.792318,46.8694012
7744,Fish &amp; More,RESTAURANT,Seafood,0,0,restaurants,24.7929567,46.8696694
7745,Alfatayer Alshamiya,RESTAURANT,Arabic|Pastries,4.2,232,restaurants,24.677213,46.74471
7746,fawaal aljarat alnajdia,RESTAURANT,Fast Food|Arabic|Saudi,4,45,restaurants,24.84568007,46.82829001
7747,CAYK,RESTAURANT,Desserts|Arabic|American|Coffee,5,8,restaurants,24.799348,46.8732169
7748,Reef Chocolate,RESTAURANT,Desserts,5,3,restaurants,24.799348,46.8732169
7749,Shawarma and More,RESTAURANT,Sandwich|Fast Food|Shawarma,4.1,380,restaurants,24.8521294,46.8232784
7750,Tlal Ghawar,RESTAURANT,Sandwich|Arabic|Falafel,4,205,restaurants,24.849152,46.829343
7751,Madghut Ridan,RESTAURANT,Desserts|Arabic|Saudi,3.2,10,restaurants,24.8515333,46.8290443
7752,RYDAN KITCHENS RESTAURANTS,RESTAURANT,Fast Food|Arabic|Saudi,3.7,39,restaurants,24.8515333,46.8290443
7753,Shati Al Karam Seafood Restaurant,RESTAURANT,Seafood,4.3,44,restaurants,24.8537549,46.8261541
7754,Food Corner,RESTAURANT,Grill|Indian,3.8,29,restaurants,24.6703098,46.8106825
7755,BURGER DN,RESTAURANT,Sandwich|Fast Food|American|Burgers,3.9,7,restaurants,24.8480329,46.8381959
7756,Melted pizza,RESTAURANT,Arabic|Pizza,4.4,27,restaurants,24.8489316,46.8376866
7757,Nokhitha Bukhari,RESTAURANT,Grill|Arabic|Indian,4.3,41,restaurants,24.68775911,46.84819354
7758,Sweets free taste,RESTAURANT,Desserts,0,0,restaurants,24.85033463,46.83808478
7759,Pavilion,RESTAURANT,Sandwich|Fast Food|Arabic|Juices,4.4,404,restaurants,24.68913455,46.8507546
7760,Lavender Oasis,RESTAURANT,Flowers,4.6,21,flowers_and_plants,24.8508199,46.8380164
7761,Falafel Rawaie Al Zaeem,RESTAURANT,Sandwich|Falafel,4.3,43,restaurants,24.689417,46.851411
7762,Al Fateera Al Demashqya Restaurant,RESTAURANT,Arabic|Shawarma|Pastries,4.1,242,restaurants,24.689708,46.851779
7763,Bahr alhijaz,RESTAURANT,Arabic,3.9,11,restaurants,24.80907117,46.87796892
7764,Dubai Diwaniyah,RESTAURANT,Desserts|Arabic|Coffee|Saudi,5,4,restaurants,24.80410584,46.88112617
7765,GODIVA,RESTAURANT,Desserts|Beverages|Coffee,4.5,45,restaurants,24.8086852,46.6690313
7766,Madboot,RESTAURANT,Arabic,1,1,restaurants,24.6899689,46.8543268
7767,Hijazi Food,RESTAURANT,Arabic|Saudi|Pastries,3.5,2,restaurants,24.8534168,46.837605
7768,MALOUKA COFFEE,RESTAURANT,Coffee,4.3,6,restaurants,24.8069771,46.8825841
7769,Broasted Zad Themar,RESTAURANT,Sandwich|Fast Food,4,45,restaurants,24.8557365,46.8373659
7770,Lamizon Sweets,RESTAURANT,Desserts,4.1,21,restaurants,24.795933,46.888474
7771,Tasali Restaurant,RESTAURANT,Fast Food,4.1,27,restaurants,24.7979684,46.891384
7772,Crisp,RESTAURANT,Sandwich|Fast Food|American,2,1,restaurants,24.76830122,46.64735045
7773,Zaki's house,RESTAURANT,Sandwich|Fast Food|Arabic,3,4,restaurants,24.84497088,46.8664625
7774,Shaebiaat teen,RESTAURANT,Sandwich|Falafel|Breakfast,3.7,185,restaurants,24.8689106,46.8369699
7775,Loqaimat Loqmat Almasaa,RESTAURANT,Desserts,4.6,36,restaurants,24.816772,46.892036
7776,Bukhari alhara,RESTAURANT,Fast Food|Asian|Arabic,2.7,12,restaurants,24.8009935,46.6490396
7777,Shawarma Emperor,RESTAURANT,Sandwich|Fast Food|Arabic|Shawarma,3.7,26,restaurants,24.80198104,46.64914543
7778,Lina Pancakes,RESTAURANT,Arabic|Pastries,4.3,93,restaurants,24.81572138,46.89435421
