id,place_name,is_restaurant,categories,average_rating,rate_count,granular_category,latitude,longitude
101,Khana Khazana,RESTAURANT,Indian,4.1,485,restaurants,24.66720997,46.71252992
102,SPICE MASTER,RESTAURANT,Grill|Indian,3.7,204,restaurants,24.66730831,46.71221081
103,MEHFIL HYDERABADI RESTAURANT,RESTAURANT,Indian,4,306,restaurants,24.6676935,46.7117505
104,Karak Address,RESTAURANT,Sandwich|Desserts|Beverages|Coffee,3.8,31,restaurants,24.670131,46.722288
105,Wasfa Pharmacy,OTHER,Pharmacy,4.3,43,pharmacies,24.63135373,46.74696554
106,Pasta flavours,RESTAURANT,Pasta,2.5,2,restaurants,24.6638286,46.7051395
107,Shrimplion,RESTAURANT,Seafood,1,1,restaurants,24.6638286,46.7051395
108,WORLD HUNTER,RESTAURANT,Seafood,4.4,42,restaurants,24.6638286,46.7051395
109,Bab Tuma,RESTAURANT,Fast Food|Arabic|Shawarma,4.3,1179,restaurants,24.6700633,46.7276229
110,Al kornish corner,RESTAURANT,Sandwich|Fast Food|Burgers,4.5,415,restaurants,24.637441,46.696944
111,McDonald's KSA,RESTAURANT,Sandwich|Fast Food|Desserts|American|Beverages|Coffee|International|Breakfast,4.1,1614,restaurants,24.6701709,46.7276316
112,McCafé,RESTAURANT,Desserts|Bakery|Beverages|Coffee|Breakfast,4.2,6,restaurants,24.6704843,46.7276592
113,Krispy Kreme Doughnuts,RESTAURANT,Desserts|Bakery|Beverages|Coffee,4.3,63,restaurants,24.663481,46.703758
114,Chef World,RESTAURANT,Sandwich|Grill|Arabic|Falafel,4.5,47,restaurants,24.67084203,46.72223419
115,Wahed Fool,RESTAURANT,Arabic|Breakfast,4.2,181,restaurants,24.660992,46.701261
116,Kabsrya,RESTAURANT,Arabic|Saudi,4,24,restaurants,24.6708859,46.7222409
117,Lulu Hypermarket,OTHER,Supermarkets,4.4,3969,Hypermarket,24.6637625,46.7037656
118,Al Baik,RESTAURANT,Fast Food,4.2,1896,restaurants,24.66379,46.7037895
119,Subway,RESTAURANT,Fast Food|American,4.1,1050,restaurants,24.6612085,46.7011627
120,Adsam Alakalat,RESTAURANT,Fast Food,1,3,restaurants,24.66621275,46.7403975
121,Hala Fal Sweets,RESTAURANT,Desserts,3.7,3,restaurants,24.619521,46.73046005
122,The shores of Mukalla Restaurant,RESTAURANT,Seafood,4.7,3,restaurants,24.6314112,46.7486089
123,Bandar Adan Sweets,RESTAURANT,Desserts,4.2,12,restaurants,24.6313813,46.7486315
124,Koshary Express,RESTAURANT,Sandwich|Grill|Egyptian,4.3,2141,restaurants,24.670863,46.730269
125,BURGER R,RESTAURANT,American|Burgers,2.4,5,restaurants,24.61865764,46.72793902
126,SHAWARMA CHICKEN MARK,RESTAURANT,Fast Food|International,4.4,16,restaurants,24.61865764,46.72793902
127,Madaras Biriyani,RESTAURANT,Fast Food|Arabic,4.2,218,restaurants,24.671,46.7307753
128,Koshary El Tahrir,RESTAURANT,Egyptian,4.5,406,restaurants,24.6707075,46.7320137
129,Little Caesar's pizza,RESTAURANT,Fast Food|Italian|Pizza,4.4,298,restaurants,24.6708695,46.73225
130,Fast Food Corner,RESTAURANT,Sandwich|Arabic|Beverages|Shawarma,3.6,9,restaurants,24.6306136,46.6981853
131,Mission Wok,RESTAURANT,Asian|Japanese,2.3,3,restaurants,24.6712478,46.7321946
132,Canton,RESTAURANT,Asian|Noodles,4.4,241,restaurants,24.6712478,46.7321946
133,Shabyat Abozaid,RESTAURANT,Arabic|Saudi|Breakfast,4,595,restaurants,24.667688,46.70664
134,Ocean Fish Restaurants,RESTAURANT,Seafood,1,1,restaurants,24.6173811,46.7235562
135,Shawaya House,RESTAURANT,Arabic|Saudi,4.3,639,restaurants,24.671343,46.733341
136,Point rice Alhamra albukhari restaurants,RESTAURANT,Arabic,3.4,11,restaurants,24.64084552,46.69264703
137,Food House,RESTAURANT,Indian|Pakistani,4,26,restaurants,24.62873111,46.74944902
138,Hashikom,RESTAURANT,Arabic|Saudi,4,752,restaurants,24.6709691,46.7371172
139,Heta Iskandarani,RESTAURANT,Seafood|Egyptian,4.2,35,restaurants,24.63779906,46.69291615
140,Sahel Alexandria Restaurant,RESTAURANT,Arabic|Seafood,3.9,218,restaurants,24.63778322,46.69291951
141,Arab Island breakfast,RESTAURANT,Arabic,3.4,5,restaurants,24.6278951,46.697947
142,Arabia Island traditional food,RESTAURANT,Arabic,3.9,55,restaurants,24.6278951,46.697947
143,Fawal Al Taif,RESTAURANT,Arabic|Breakfast,4.2,315,restaurants,24.623042,46.744839
144,Pizza Ram,RESTAURANT,Pizza|Pasta|Pastries,4.3,79,restaurants,24.671655,46.73731
145,Sheikh Al Arab Pizza and Koshary,RESTAURANT,Arabic,3.9,65,restaurants,24.6151118,46.7199712
146,Arab Tajine,RESTAURANT,Egyptian,3.7,12,restaurants,24.6145945,46.7218705
147,Mento and Yaghamsh,RESTAURANT,Fast Food|Arabic,2.6,25,restaurants,24.6742393,46.71406339
148,Awal foal,RESTAURANT,Arabic|Breakfast,4.2,301,restaurants,24.63203825,46.69261692
149,Al malaz Restaurant,RESTAURANT,Indian,4,281,restaurants,24.67278705,46.7084516
150,Beit Al Biryani An Nasim,RESTAURANT,Grill|Indian,4.6,22,restaurants,24.6736804,46.7087615
151,Liver shot,RESTAURANT,Arabic|Breakfast,3.5,14,restaurants,24.613424,46.7201201
152,ALHOOT ALAZRAAQ,RESTAURANT,Seafood,3.5,38,restaurants,24.61364449,46.7181332
153,Karachi Biryani,RESTAURANT,Indian,4.6,300,restaurants,24.67300376,46.70715827
154,MishGrill,RESTAURANT,Sandwich|Grill|Arabic,4.5,63,restaurants,24.6728913,46.7069026
155,Gulf Toledo Restaurant,RESTAURANT,Indian,4.2,101,restaurants,24.673503,46.7078692
156,Al Medhyaf,RESTAURANT,Desserts|Beverages|Coffee,4.6,45,restaurants,24.652633,46.689233
157,Kabida Wa Fulfil,RESTAURANT,Sandwich|Fast Food|Breakfast,4.3,243,restaurants,24.6535027,46.6889271
158,Burgerie,RESTAURANT,Fast Food,4.1,126,restaurants,24.618718,46.745145
159,gimme gumme,RESTAURANT,Burgers,1,1,restaurants,24.6187368,46.7451753
160,Pizza One,RESTAURANT,Sandwich|Italian|Pizza|Pasta,4.5,40,restaurants,24.618572,46.745154
161,Bake &amp; Co.,RESTAURANT,Desserts|Bakery|Pastries,5,6,restaurants,24.67759274,46.72842129
162,Flflah,RESTAURANT,Sandwich|Falafel,4.1,148,restaurants,24.6238126,46.6954572
163,Ylmaz Resturant,RESTAURANT,Grill|Seafood,4.3,29,restaurants,24.6792786,46.7279697
164,Madhbi Alrahi,RESTAURANT,Arabic|Saudi,4.4,8,restaurants,24.6794808,46.72798806
165,Cook tok,RESTAURANT,Arabic,1,1,restaurants,24.6731681,46.7009291
166,Meerath Kabab House,RESTAURANT,Grill|Arabic,3.9,10,restaurants,24.675689,46.69784128
167,Caribou Coffee,RESTAURANT,Sandwich|Desserts|Beverages|Coffee,4.3,25,restaurants,24.674677,46.695699
168,Al Tazaj,RESTAURANT,Sandwich|Arabic|Beverages,4.3,125,restaurants,24.605349,46.730174
169,Munchy's Broasted,RESTAURANT,Sandwich|Fast Food,4.8,12,restaurants,24.6046788,46.7326666
170,Shawarmati,RESTAURANT,Sandwich|Fast Food|Shawarma|Juices,4,2,restaurants,24.6754523,46.6930861
171,Burger King,RESTAURANT,Sandwich|Fast Food|American|International|Burgers,4.3,633,restaurants,24.680577,46.700692
172,Ray Bokhari,RESTAURANT,Arabic|Saudi,4.7,18,restaurants,24.613282,46.693939
173,KFC,RESTAURANT,Fast Food|Beverages,4.1,254,restaurants,24.6866959,46.7240885
174,Nuiava,RESTAURANT,Desserts,0,0,restaurants,24.6768496,46.6922221
175,Mass Sweets,RESTAURANT,Desserts,0,0,restaurants,24.6768496,46.6922221
176,El Artisano,RESTAURANT,Desserts|Bakery|Coffee|Saudi|Breakfast|Pastries,0,0,restaurants,24.6768496,46.6922221
177,quiet,RESTAURANT,Desserts,5,2,restaurants,24.6768496,46.6922221
178,Flavonoid Sweets,RESTAURANT,Desserts,0,0,restaurants,24.6768496,46.6922221
179,Lagouter,RESTAURANT,Desserts,0,0,restaurants,24.6768496,46.6922221
180,Raqy,RESTAURANT,Desserts,0,0,restaurants,24.6768496,46.6922221
181,Can,RESTAURANT,Desserts,3.7,3,restaurants,24.6768496,46.6922221
182,Kenaz,RESTAURANT,Desserts,0,0,restaurants,24.6768496,46.6922221
183,Bab Sharqi,RESTAURANT,Desserts|American,4.6,56,restaurants,24.6768496,46.6922221
184,Dime,RESTAURANT,Desserts,5,2,restaurants,24.6768496,46.6922221
185,SOLACE,RESTAURANT,Desserts,5,1,restaurants,24.6768496,46.6922221
186,Maestro Pizza,RESTAURANT,Fast Food|Italian|International|Pizza,4.1,166,restaurants,24.661056,46.70123
187,Mad Pizza,RESTAURANT,Desserts|Italian|American|Beverages|International|Pizza,3.8,9,restaurants,24.66125725,46.70119489
188,Dunkin' Donuts,RESTAURANT,Desserts|Beverages|Coffee,3.9,119,restaurants,24.655222,46.688048
189,Herfy,RESTAURANT,Sandwich|Fast Food|Burgers,4.2,304,restaurants,24.66224,46.701003
190,Alkhafeef,RESTAURANT,Grill|Arabic|Bakery,4.3,108,restaurants,24.6625141,46.7007939
191,Kudu,RESTAURANT,Sandwich|Fast Food|Grill|Burgers|Breakfast,4.4,370,restaurants,24.662746,46.700863
192,Tasali moon,RESTAURANT,Fast Food|Arabic,4,4,restaurants,24.6574646,46.70589037
193,Alkafi,RESTAURANT,Arabic|Coffee,5,6,restaurants,24.6574375,46.7059375
194,Baithak Restaurant,RESTAURANT,Indian|Pakistani,4.3,231,restaurants,24.6572613,46.7061982
195,Jollibee,RESTAURANT,Fast Food|American,4.5,238,restaurants,24.6633675,46.7040739
196,Muqsaf90,RESTAURANT,Desserts|Arabic|Coffee,4.5,90,restaurants,24.6660516,46.6976811
197,KFC,RESTAURANT,Fast Food|Beverages,3.9,156,restaurants,24.65180549,46.70787316
198,Amo Hamza,RESTAURANT,Arabic|Seafood,4.2,277,restaurants,24.65193,46.70833
199,Sakalans,RESTAURANT,Arabic|Egyptian|Breakfast,3.3,26,restaurants,24.6453422,46.7018209
200,Starbucks®,RESTAURANT,Desserts|Bakery|Beverages|Coffee|Breakfast|Roastery,4.5,575,restaurants,24.6460625,46.7035625
201,Wok Nation,RESTAURANT,Asian|Noodles,3.5,21,restaurants,24.6638237,46.683067
202,Smokey Mountains&nbsp;&nbsp;,RESTAURANT,Fast Food|American|Burgers,5,2,restaurants,24.6638237,46.683067
203,Canton,RESTAURANT,Asian|Noodles,4.1,464,restaurants,24.663848,46.683077
204,Noodle Way,RESTAURANT,Asian,0,0,restaurants,24.6638256,46.6830325
205,Mission Wok,RESTAURANT,Asian|Japanese,3.2,14,restaurants,24.6638256,46.6830325
206,Veloce,RESTAURANT,Desserts|Beverages,4.5,382,restaurants,24.66395115,46.68284782
207,Domino's Pizza,RESTAURANT,Fast Food|Italian|American|International|Pizza,4.7,63,restaurants,24.664067,46.682788
208,Alqandil Althahabi,RESTAURANT,Sandwich|Fast Food,4.3,110,restaurants,24.66442311,46.68271868
209,Aani &amp; Dani,RESTAURANT,Desserts,4.7,194,restaurants,24.6642844,46.6825946
210,Baskin Robbins,RESTAURANT,Desserts|Beverages|Ice Cream,4.9,55,restaurants,24.664251,46.682555
211,Shack Burger,RESTAURANT,Sandwich|Fast Food|Beverages|Burgers,4.3,571,restaurants,24.664346,46.682527
212,GEZER BURGER,RESTAURANT,Burgers,4.2,191,restaurants,24.6645441,46.6825689
213,BURGEREGO,RESTAURANT,Burgers,3.7,12,restaurants,24.6645596,46.6823614
214,Wok Kong,RESTAURANT,Asian|Noodles,4.2,696,restaurants,24.66471125,46.68246217
215,City Wok,RESTAURANT,Asian|Noodles,4.4,95,restaurants,24.664994,46.682548
216,Shrimp Shack,RESTAURANT,Seafood,4.5,276,restaurants,24.66629375,46.68359685
217,MISTER SHAWAYA,RESTAURANT,Grill|Arabic,4,154,restaurants,24.6648789,46.6823404
218,Shrimp and Roll,RESTAURANT,Sandwich|Seafood,5,4,restaurants,24.66630217,46.68357332
219,Saldwich,RESTAURANT,Sandwich|Fast Food|Healthy,4.6,350,restaurants,24.666486,46.683193
220,Pasta Delizia,RESTAURANT,Italian|Pasta,4,59,restaurants,24.666453,46.683139
221,Mafroomah‎‎,RESTAURANT,Sandwich|Fast Food|American|Burgers,4.6,168,restaurants,24.6663125,46.6829375
222,PAPA JOHNS PIZZA,RESTAURANT,Fast Food|Pizza|Pasta|Salads,4.3,546,restaurants,24.66547083,46.68205
223,Mexika Restaurant,RESTAURANT,Mexican,4.3,463,restaurants,24.665549,46.6818695
224,Signature,RESTAURANT,Beverages|Juices,4.4,320,restaurants,24.665997,46.682069
225,Masami Sushi,RESTAURANT,Asian|Seafood|Sushi|Japanese,4.2,114,restaurants,24.6660029,46.6820648
226,Zaatar W Zeit,RESTAURANT,Sandwich|Fast Food|Arabic|Bakery|Beverages|Healthy|Breakfast,4.6,920,restaurants,24.66607,46.682067
227,Beefy,RESTAURANT,Fast Food|American,4.2,5,restaurants,24.6659272,46.6819242
228,Rare Grill,RESTAURANT,Sandwich|Fast Food|American|International,4.4,116,restaurants,24.6659047,46.6818542
229,Dar Lounge,RESTAURANT,Fast Food|Desserts|Beverages|Coffee,4,3,restaurants,24.6751164,46.6948342
230,Gad Restaurant,RESTAURANT,Sandwich|Grill|Arabic|Beverages,4.2,236,restaurants,24.638076,46.706171
231,Al Iwan Restaurant,RESTAURANT,Fast Food|Grill|Pastries,3,2,restaurants,24.6766949,46.6988668
232,Delight,RESTAURANT,Desserts|Arabic,0,0,restaurants,24.6768496,46.6922221
233,Sharqeah,RESTAURANT,Desserts,4.8,105,restaurants,24.6768496,46.6922221
234,Maison de chocolate,RESTAURANT,Desserts,5,2,restaurants,24.6768496,46.6922221
235,Sugar Coated,RESTAURANT,Desserts,4.7,29,restaurants,24.6768496,46.6922221
236,Baks,RESTAURANT,Desserts,4,1,restaurants,24.6768496,46.6922221
237,NEARBI,RESTAURANT,Desserts,4.7,24,restaurants,24.6768496,46.6922221
238,TREAT,RESTAURANT,Desserts,0,0,restaurants,24.6768496,46.6922221
239,LEBOHNEUR CHOCOLATE,RESTAURANT,Desserts|Gluten-Free,5,4,restaurants,24.6768496,46.6922221
240,VONA SWEET,RESTAURANT,Desserts|Arabic,0,0,restaurants,24.6768496,46.6922221
241,La Merna,RESTAURANT,Desserts,0,0,restaurants,24.6768496,46.6922221
242,Hasha Brasha,RESTAURANT,Arabic,5,5,restaurants,24.6768496,46.6922221
243,Kosin,RESTAURANT,Desserts,0,0,restaurants,24.6768496,46.6922221
244,PECANOLLI,RESTAURANT,Desserts,0,0,restaurants,24.6768496,46.6922221
245,Choco Flakes,RESTAURANT,Desserts,5,5,restaurants,24.6768496,46.6922221
246,ERMINE,RESTAURANT,Desserts,4.9,21,restaurants,24.6768496,46.6922221
247,Mokarmal,RESTAURANT,Desserts,4.6,24,restaurants,24.6768549,46.6921371
248,Mo Sweets,RESTAURANT,Desserts,0,0,restaurants,24.6768549,46.6921371
249,Zamani sweets,RESTAURANT,Desserts,5,6,restaurants,24.67688355,46.69215806
250,Arena,RESTAURANT,Desserts,0,0,restaurants,24.67690809,46.69225429
251,Taraat,RESTAURANT,Desserts,0,0,restaurants,24.67691784,46.69225429
252,Ulin,RESTAURANT,Desserts,3.8,5,restaurants,24.67692272,46.69225429
253,Rana Hanim,RESTAURANT,Desserts|Bakery,0,0,restaurants,24.6769319,46.6923031
254,GHDAQ,RESTAURANT,Desserts,0,0,restaurants,24.6769319,46.6923031
255,Min Alakhar,RESTAURANT,Desserts,5,2,restaurants,24.6769319,46.6923031
256,Lusso,RESTAURANT,Desserts|Arabic,3,1,restaurants,24.6769319,46.6923031
257,PHILIA,RESTAURANT,Desserts,0,0,restaurants,24.6769323,46.6923029
258,Rashof,RESTAURANT,Healthy,5,1,restaurants,24.6769323,46.6923029
259,ALMA,RESTAURANT,Desserts,0,0,restaurants,24.6769323,46.6923029
260,nash coco,RESTAURANT,Desserts,5,5,restaurants,24.6769323,46.6923029
261,LOVERA,RESTAURANT,Desserts|Bakery|Coffee,0,0,restaurants,24.6769323,46.6923029
262,Party And Chocola,RESTAURANT,Desserts,0,0,restaurants,24.6769323,46.6923029
263,Qadooa,RESTAURANT,Desserts,0,0,restaurants,24.6769323,46.6923029
264,MARVELLO,RESTAURANT,Desserts,5,1,restaurants,24.6769323,46.6923029
265,Cinnabiscuits,RESTAURANT,Desserts,0,0,restaurants,24.6769323,46.6923029
266,Different sweet,RESTAURANT,Desserts,5,1,restaurants,24.6769323,46.6923029
267,Criole,RESTAURANT,Desserts,4.2,6,restaurants,24.6769323,46.6923029
268,Evra chocolate,RESTAURANT,Desserts,1,1,restaurants,24.6769323,46.6923029
269,Honey dose,RESTAURANT,Desserts,0,0,restaurants,24.6769323,46.6923029
270,Lesrois,RESTAURANT,Desserts,0,0,restaurants,24.6769323,46.6923029
271,LA SENS,RESTAURANT,Desserts,0,0,restaurants,24.6769323,46.6923029
272,Layered,RESTAURANT,Desserts,5,11,restaurants,24.6769323,46.6923029
273,Carameel day,RESTAURANT,Desserts,0,0,restaurants,24.6769323,46.6923029
274,Stella,RESTAURANT,Desserts,0,0,restaurants,24.6769323,46.6923029
275,Kollaj,RESTAURANT,Desserts,0,0,restaurants,24.67694205,46.69221707
276,twenty5,RESTAURANT,Desserts,0,0,restaurants,24.67694709,46.69223283
277,HAMIDA,RESTAURANT,Desserts,0,0,restaurants,24.67695196,46.69223283
278,QADOOA BOXES,RESTAURANT,Arabic,3.8,4,restaurants,24.67694431,46.69211615
279,Lolliva Chocolate,RESTAURANT,Desserts,1,1,restaurants,24.6769637,46.6920598
280,Two Fifty,RESTAURANT,Desserts,0,0,restaurants,24.6769637,46.6920598
281,Arena Sweets,RESTAURANT,Desserts,0,0,restaurants,24.6769637,46.6920598
282,Donatella,RESTAURANT,Desserts,0,0,restaurants,24.6769637,46.6920598
283,Flick,RESTAURANT,Desserts,4.3,16,restaurants,24.67700071,46.69225429
284,Plant,RESTAURANT,Desserts,4.8,54,restaurants,24.67700071,46.69222746
285,Glamour Chocolate,RESTAURANT,Desserts,0,0,restaurants,24.67701395,46.69222243
286,Savour Chocolate,RESTAURANT,Desserts,0,0,restaurants,24.67701477,46.69222646
287,Kate,RESTAURANT,Desserts,0,0,restaurants,24.67699782,46.69208662
288,KAWAKEET,RESTAURANT,Desserts,0,0,restaurants,24.67702508,46.69223283
289,Fit House,RESTAURANT,Healthy,4.3,417,restaurants,24.67694094,46.69144858
290,Morpho,RESTAURANT,Desserts,0,0,restaurants,24.6775,46.6921537
291,Clover,RESTAURANT,Desserts|Coffee,0,0,restaurants,24.6775,46.6921537
292,Larina,RESTAURANT,Desserts|Arabic,5,1,restaurants,24.6775,46.6921537
293,Omsiyat Najd,RESTAURANT,Desserts,0,0,restaurants,24.6775,46.6921537
294,The Canteen Restaurant,RESTAURANT,Grill|Asian|Beverages|International,4.3,123,restaurants,24.67781645,46.69294397
295,falafel zaky,RESTAURANT,Sandwich|Fast Food|Desserts|Arabic|Beverages,4,27,restaurants,24.6513703,46.671701
296,Amo Sabri,RESTAURANT,Arabic|Saudi,4.3,14,restaurants,24.65119833,46.67064917
297,Pinzatta,RESTAURANT,Sandwich|Fast Food|Italian|Healthy|Pizza,4.6,30,restaurants,24.6539554,46.6691148
298,Kunooz pharmacy,OTHER,Pharmacy,4.7,220,pharmacies,24.653299,46.668776
299,Fawal Atyab Altaif,RESTAURANT,Arabic|Beverages|Breakfast,4.3,54,restaurants,24.65297,46.668795
300,Costa Coffee®,RESTAURANT,Sandwich|Desserts|Beverages|Coffee,4.4,22,restaurants,24.67989268,46.68739828
301,Gloria Jean's,RESTAURANT,Desserts|Coffee,3.7,34,restaurants,24.6493515,46.6683274
302,Whites,OTHER,Pharmacy,4.7,407,pharmacies,24.67566992,46.67617571
303,AL BAIK,RESTAURANT,Sandwich|Fast Food|Arabic,4.3,4105,restaurants,24.6770032,46.6778839
304,Sobhy Kaber,RESTAURANT,Grill|Arabic|Egyptian,4.3,478,restaurants,24.6772326,46.6776924
305,Penguin's Restaurants,RESTAURANT,Sandwich|Fast Food|Pizza,4.5,133,restaurants,24.675752,46.675213
306,Pizza Hut,RESTAURANT,Fast Food|Italian|Beverages|International|Pizza|Pasta|Salads,4.1,200,restaurants,24.6757559,46.6752145
307,Shawarmer,RESTAURANT,Sandwich|Fast Food|Arabic|Shawarma,4.4,821,restaurants,24.675778,46.675218
308,Manoosha,RESTAURANT,Sandwich|Arabic|Pizza|Breakfast|Pastries,4.3,322,restaurants,24.67564,46.673821
309,Lammah,RESTAURANT,Sandwich|Fast Food|Desserts|Arabic|Bakery|Juices|Pizza|Lebanese|Breakfast,3.8,10,restaurants,24.6756191,46.6737722
310,Adoro La Pasta,RESTAURANT,Sandwich|Fast Food|Italian|Bakery|Healthy|Juices|Pasta|Gluten-Free,4.1,21,restaurants,24.6756561,46.673803
311,Dawar Al Saada,RESTAURANT,Arabic|Pastries,4.7,1229,restaurants,24.67550103,46.67345196
312,Bukhari behar almarjan restaurants,RESTAURANT,Arabic,4.3,29,restaurants,24.67963066,46.67777353
313,ZAHRA ASSOCIATION,RESTAURANT,Charity,5,183,charity,24.67134233,46.6683213
314,RICHONY,RESTAURANT,Desserts|Coffee,4.5,2,restaurants,24.675429,46.671591
315,Batter,RESTAURANT,Desserts|Beverages,4.2,10,restaurants,24.674316,46.668288
316,Shawarma Jalila,RESTAURANT,Fast Food|Grill|Shawarma,4.3,2815,restaurants,24.67548826,46.66927283
317,molten,RESTAURANT,Desserts|Beverages,4.6,70,restaurants,24.674379,46.668191
318,McDonald's KSA,RESTAURANT,Sandwich|Fast Food|Desserts|American|Beverages|Coffee|International|Breakfast,4.3,1216,restaurants,24.674456,46.667907
319,McCafé,RESTAURANT,Desserts|Bakery|Beverages|Coffee|Breakfast,4,3,restaurants,24.6744946,46.6678899
320,Lulu Restaurant,RESTAURANT,Sandwich|Fast Food|Bakery|Shawarma|Juices|Burgers,4.3,5726,restaurants,24.682975,46.676619
321,Logimat And Karak,RESTAURANT,Desserts|Beverages|Coffee,4.3,110,restaurants,24.67469128,46.66565358
322,Falafel Pie,RESTAURANT,Sandwich|Arabic|Falafel|Breakfast,4.6,996,restaurants,24.6746778,46.6656091
323,Fawal Abo Azooz,RESTAURANT,Arabic|Beverages,4.4,501,restaurants,24.6745761,46.6654375
324,ASL Luwluih,RESTAURANT,Arabic,4.4,1247,restaurants,24.6882224,46.6829246
325,ASMAK Wadi El Nile,RESTAURANT,Seafood|Egyptian,4.3,32,restaurants,24.6882538,46.6829353
326,HungerStation Market,OTHER,Supermarkets,4.7,5044,darkstores,24.6223909,46.6841164
327,Baseet,RESTAURANT,Fast Food|Arabic,4.3,29,restaurants,24.6805962,46.66595
328,Fuddruckers,RESTAURANT,Desserts|American|Beverages,4.2,357,restaurants,24.688867,46.67384
329,WING IT,RESTAURANT,Mexican,0,0,restaurants,24.6896607,46.673604
330,ACOUSTIC,RESTAURANT,Desserts|Beverages|Ice Cream|Breakfast,5,1,restaurants,24.69294544,46.67458191
331,Adam pharmacy,OTHER,Pharmacy,4.8,218,pharmacies,24.7158669,46.6795524
332,Order For Them,RESTAURANT,Charity,4.9,4208,charity,24.695314,46.582756
333,Ekhaa,RESTAURANT,Charity,4.9,1255,charity,24.79686409,46.73104525
334,Aqwom,RESTAURANT,Charity,5,2438,charity,24.7987233,46.7838096
335,Etaam,RESTAURANT,Charity,4.9,269,charity,24.7987233,46.7838096
336,Siryah Jawa Alhara,RESTAURANT,Arabic,4.2,29,restaurants,24.618036,46.701149
337,Zad Redan,RESTAURANT,Fast Food|Arabic|Saudi,4.4,57,restaurants,24.62434485,46.69510965
338,Kudu,RESTAURANT,Sandwich|Fast Food|Grill|Burgers|Breakfast,4.5,325,restaurants,24.625716,46.689674
339,KFC,RESTAURANT,Fast Food|Beverages,3.8,396,restaurants,24.6253624,46.6890952
340,Shabyat Abozaid,RESTAURANT,Arabic|Saudi|Breakfast,4.2,182,restaurants,24.6253624,46.6890952
341,Alkhafeef,RESTAURANT,Grill|Arabic|Bakery,4.4,168,restaurants,24.6253962,46.6891243
342,Krispy Kreme Doughnuts,RESTAURANT,Desserts|Bakery|Beverages|Coffee,4.4,98,restaurants,24.625495,46.689043
343,McDonald's KSA,RESTAURANT,Sandwich|Fast Food|Desserts|American|Beverages|Coffee|International|Breakfast,4,1785,restaurants,24.6242554,46.6869207
344,Al Naeman Pies,RESTAURANT,Pizza|Pastries,4.2,239,restaurants,24.624723,46.687001
345,Al Hala Palace,RESTAURANT,Desserts,4.3,29,restaurants,24.624306,46.68625
346,Luqaimat Al Dana,RESTAURANT,Desserts|Arabic,4.6,10,restaurants,24.6241108,46.6859606
347,Sapooh Zaman,RESTAURANT,Arabic|International|Saudi,4.3,100,restaurants,24.6225574,46.6840906
348,Domino's Pizza,RESTAURANT,Fast Food|Italian|American|International|Pizza,4.5,176,restaurants,24.62311075,46.68423292
349,ALTARBOUSH ALDIMASHQI RESTAURANTS,RESTAURANT,Fast Food|Arabic,4.3,152,restaurants,24.62234847,46.68377862
350,Kabida Wa Fulfil,RESTAURANT,Sandwich|Fast Food|Breakfast,4.4,151,restaurants,24.62289298,46.68390785
351,Lorenzo Pizza,RESTAURANT,Sandwich|Fast Food|Italian|International|Pizza|Pasta|Salads,4.5,285,restaurants,24.6229309,46.6837788
352,Sushi Cutie,RESTAURANT,Asian,1,1,restaurants,24.63024745,46.69131836
353,CUSINA,RESTAURANT,Grill|Seafood,4,7,restaurants,24.6302415,46.691275
354,Sushi Cutie,RESTAURANT,Asian,5,1,restaurants,24.6302415,46.691275
355,Al Sheraa,RESTAURANT,Sandwich|Arabic|Shawarma|Pizza,4,71,restaurants,24.622508,46.683222
356,Lapaz Batchoy,RESTAURANT,Grill|Asian|Seafood|Noodles,4.5,344,restaurants,24.630235,46.691085
357,Little Caesar's pizza,RESTAURANT,Fast Food|Italian|Pizza,4.2,363,restaurants,24.6225812,46.6831635
358,Baskin Robbins,RESTAURANT,Desserts|Beverages|Ice Cream,4.5,85,restaurants,24.630014,46.690099
359,Dunkin' Donuts,RESTAURANT,Desserts|Beverages|Coffee,4.1,346,restaurants,24.630054,46.690118
360,Day juice,RESTAURANT,Beverages,0,0,restaurants,24.6224869,46.6829122
361,Juice Day,RESTAURANT,Beverages,4.2,55,restaurants,24.6224869,46.6829122
362,Starbucks®,RESTAURANT,Desserts|Bakery|Beverages|Coffee|Breakfast|Roastery,4.5,347,restaurants,24.61105898,46.7074718
363,Falafel Taj Themar,RESTAURANT,Falafel|Breakfast,4.1,27,restaurants,24.621068,46.68151708
364,Herfy,RESTAURANT,Sandwich|Fast Food|Burgers,4.4,335,restaurants,24.613128,46.682089
365,Mamma Bunz cafe,RESTAURANT,Desserts|Bakery|Beverages|Coffee,4.4,115,restaurants,24.61590123,46.68032419
366,Falafel Taj Arafa,RESTAURANT,Sandwich|Falafel|Pastries,4.4,81,restaurants,24.620258,46.680073
367,Altazaj,RESTAURANT,Arabic,4.2,1905,restaurants,24.6057873,46.7061005
368,Al Bashaer Palace,RESTAURANT,Fast Food,4.2,387,restaurants,24.603885,46.703667
369,Subway,RESTAURANT,Sandwich|Fast Food|Healthy,4.1,294,restaurants,24.603861,46.705695
370,Saba,RESTAURANT,Arabic|Saudi,3.7,51,restaurants,24.6010928,46.6989584
371,shawerma store,RESTAURANT,Fast Food,3.8,54,restaurants,24.6011061,46.6990591
372,Mongo,RESTAURANT,Fast Food,3.9,202,restaurants,24.601004,46.6987216
